Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Corynebacterium,Agaricomycetes,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium,Cantharellales,Basidiomycota,Eukaryota
Corynebacterium,Sordariomycetes,Chaetomiaceae,Chaetomium,Chaetomium,Sordariales,Ascomycota,Eukaryota
Corynebacterium,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Corynebacterium,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Corynebacterium,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Corynebacterium,Sordariomycetes,Coniochaetaceae,Coniochaeta,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Physalacriaceae,Flammulina,Flammulina,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Corynebacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Hymenogastraceae,Hebeloma,Hebeloma,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Agaricaceae,Macrolepiota,Macrolepiota,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Corynebacterium,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Corynebacterium,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Corynebacterium,Dothideomycetes,Didymellaceae,Nothophoma,Nothophoma,Pleosporales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Mycenaceae,Panellus,Panellus,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Sordariomycetes,Stachybotryaceae,Paramyrothecium,Paramyrothecium,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Corynebacterium,Sordariomycetes,Togniniaceae,Phaeoacremonium,Phaeoacremonium,Togniniales,Ascomycota,Eukaryota
Corynebacterium,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Mortierellomycetes,Mortierellaceae,Podila,Podila,Mortierellales,Mucoromycota,Eukaryota
Corynebacterium,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Corynebacterium,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Corynebacterium,Mucoromycetes,Rhizopodaceae,Rhizopus,Rhizopus,Mucorales,Mucoromycota,Eukaryota
Corynebacterium,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Corynebacterium,Sordariomycetes,Sordariaceae,Sordaria,Sordaria,Sordariales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Sparassidaceae,Sparassis,Sparassis,Polyporales,Basidiomycota,Eukaryota
Corynebacterium,Sordariomycetes,Stanjemonium,Stanjemonium,NA,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Corynebacterium,Eurotiomycetes,Trichocomaceae,Talaromyces,Talaromyces,Eurotiales,Ascomycota,Eukaryota
Corynebacterium,Sordariomycetes,Ophiocordycipitaceae,Tolypocladium,Tolypocladium,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Corynebacterium,Ustilaginomycetes,Ustilaginaceae,Tranzscheliella,Tranzscheliella,Ustilaginales,Basidiomycota,Eukaryota
Corynebacterium,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Corynebacterium,Umbelopsidomycetes,Umbelopsidaceae,Umbelopsis,Umbelopsis,Umbelopsidales,Mucoromycota,Eukaryota
Coxiella,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Coxiella,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Coxiella,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Coxiella,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Coxiella,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Craurococcus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Craurococcus,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Crenothrix,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Crocinitomix,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Cryptobacterium,Sordariomycetes,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella,Glomerellales,Ascomycota,Eukaryota
Cupriavidus,Agaricomycetes,Strophariaceae,Agrocybe,Agrocybe,Agaricales,Basidiomycota,Eukaryota
Cupriavidus,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Cupriavidus,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Cupriavidus,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Cupriavidus,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Cupriavidus,Sordariomycetes,Calcarisporium,Calcarisporium,NA,Hypocreales,Ascomycota,Eukaryota
Cupriavidus,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Cupriavidus,Sordariomycetes,Coniochaetaceae,Coniochaeta,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Cupriavidus,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Cupriavidus,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Cupriavidus,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Cupriavidus,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Cupriavidus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Cupriavidus,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Cupriavidus,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Cupriavidus,Agaricomycetes,Hymenogastraceae,Hebeloma,Hebeloma,Agaricales,Basidiomycota,Eukaryota
Cupriavidus,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Cupriavidus,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Cupriavidus,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Cupriavidus,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Cupriavidus,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Cupriavidus,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Cupriavidus,Sordariomycetes,Stachybotryaceae,Paramyrothecium,Paramyrothecium,Hypocreales,Ascomycota,Eukaryota
Cupriavidus,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Cupriavidus,Dothideomycetes,Periconiaceae,Periconia,Periconia,Pleosporales,Ascomycota,Eukaryota
Cupriavidus,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Cupriavidus,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Cupriavidus,Mortierellomycetes,Mortierellaceae,Podila,Podila,Mortierellales,Mucoromycota,Eukaryota
Cupriavidus,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Cupriavidus,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Cupriavidus,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Cupriavidus,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Cupriavidus,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Cupriavidus,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Cupriavidus,Sordariomycetes,Stanjemonium,Stanjemonium,NA,Hypocreales,Ascomycota,Eukaryota
Cupriavidus,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Cupriavidus,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Cupriavidus,Ustilaginomycetes,Ustilaginaceae,Tranzscheliella,Tranzscheliella,Ustilaginales,Basidiomycota,Eukaryota
Cupriavidus,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Cupriavidus,Umbelopsidomycetes,Umbelopsidaceae,Umbelopsis,Umbelopsis,Umbelopsidales,Mucoromycota,Eukaryota
Curtobacterium,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Curtobacterium,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Curtobacterium,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Curtobacterium,Sordariomycetes,Calcarisporium,Calcarisporium,NA,Hypocreales,Ascomycota,Eukaryota
Curtobacterium,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Curtobacterium,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Curtobacterium,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Curtobacterium,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Curtobacterium,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Curtobacterium,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Curtobacterium,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Curtobacterium,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Curtobacterium,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Curtobacterium,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Curtobacterium,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Curtobacterium,Sordariomycetes,Sordariaceae,Sordaria,Sordaria,Sordariales,Ascomycota,Eukaryota
Curtobacterium,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Curtobacterium,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Curtobacterium,Sordariomycetes,Plectosphaerellaceae,Verticillium,Verticillium,Glomerellales,Ascomycota,Eukaryota
Curvibacter,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Curvibacter,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Curvibacter,Sordariomycetes,Nectriaceae,Dactylonectria,Dactylonectria,Hypocreales,Ascomycota,Eukaryota
Curvibacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Curvibacter,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Curvibacter,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Curvibacter,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Curvibacter,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Cutibacterium,Sordariomycetes,Acremonium,Acremonium,NA,Hypocreales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Strophariaceae,Agrocybe,Agrocybe,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Physalacriaceae,Armillaria,Armillaria,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Cutibacterium,Basidiobolomycetes,Basidiobolaceae,Basidiobolus,Basidiobolus,Basidiobolales,Zoopagomycota,Eukaryota
Cutibacterium,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Cutibacterium,Sordariomycetes,Beltraniaceae,Beltrania,Beltrania,Xylariales,Ascomycota,Eukaryota
Cutibacterium,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Cutibacterium,Eurotiomycetes,Thermoascaceae,Byssochlamys,Paecilomyces,Eurotiales,Ascomycota,Eukaryota
Cutibacterium,Sordariomycetes,Calcarisporium,Calcarisporium,NA,Hypocreales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium,Cantharellales,Basidiomycota,Eukaryota
Cutibacterium,Sordariomycetes,Chaetomiaceae,Chaetomium,Chaetomium,Sordariales,Ascomycota,Eukaryota
Cutibacterium,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Cutibacterium,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Cutibacterium,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Dothideomycetes,Didymellaceae,Didymella,Didymella,Pleosporales,Ascomycota,Eukaryota
Cutibacterium,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Physalacriaceae,Flammulina,Flammulina,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Cutibacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Cutibacterium,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Hymenogastraceae,Hebeloma,Hebeloma,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Dothideomycetes,Tubeufiaceae,Helicoma,Helicoma,Tubeufiales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Hericiaceae,Hericium,Hericium,Russulales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Marasmiaceae,Marasmius,Marasmius,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Cutibacterium,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Cutibacterium,Sordariomycetes,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis,Xylariales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Mycenaceae,Panellus,Panellus,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Cutibacterium,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Cutibacterium,Sordariomycetes,Togniniaceae,Phaeoacremonium,Phaeoacremonium,Togniniales,Ascomycota,Eukaryota
Cutibacterium,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Cutibacterium,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Cutibacterium,Sordariomycetes,Sordariaceae,Sordaria,Sordaria,Sordariales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Sparassidaceae,Sparassis,Sparassis,Polyporales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Cutibacterium,Agaricomycetes,Suillaceae,Suillus,Suillus,Boletales,Basidiomycota,Eukaryota
Cutibacterium,Sordariomycetes,Ophiocordycipitaceae,Tolypocladium,Tolypocladium,Hypocreales,Ascomycota,Eukaryota
Cutibacterium,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Cutibacterium,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Cutibacterium,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Cutibacterium,Sordariomycetes,Plectosphaerellaceae,Verticillium,Verticillium,Glomerellales,Ascomycota,Eukaryota
Cytophaga,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Dechloromonas,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Defluviimonas,Sordariomycetes,Acremonium,Acremonium,NA,Hypocreales,Ascomycota,Eukaryota
Defluviimonas,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Deinococcus,Sordariomycetes,Acremonium,Acremonium,NA,Hypocreales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Strophariaceae,Agrocybe,Agrocybe,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Physalacriaceae,Armillaria,Armillaria,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Deinococcus,Basidiobolomycetes,Basidiobolaceae,Basidiobolus,Basidiobolus,Basidiobolales,Zoopagomycota,Eukaryota
Deinococcus,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Deinococcus,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Deinococcus,Sordariomycetes,Calcarisporium,Calcarisporium,NA,Hypocreales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium,Cantharellales,Basidiomycota,Eukaryota
Deinococcus,Sordariomycetes,Chaetomiaceae,Chaetomium,Chaetomium,Sordariales,Ascomycota,Eukaryota
Deinococcus,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Deinococcus,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Deinococcus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Deinococcus,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Hymenogastraceae,Hebeloma,Hebeloma,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Hericiaceae,Hericium,Hericium,Russulales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
